Mã,ROA (%),ROE (%),ROS (%),EBIT,EBITDA,EBIT Margin (%),EBITDA Margin (%),Gross Profit Margin (%),BEP (%),Revenue Growth (%),Net Income Growth (%),Interest Coverage Ratio,Total Assets Growth (%),Current Ratio,Quick Ratio,D/A (%),D/E (%),E/A (%),Inventory Turnover,Accounts Receivable Turnover,Working Capital Turnover,Total Asset Turnover
AGF,-14.497375730518286,88.39879330834289,-11.582614333302299,-108051125528.6,-95452019764.6,-19.11844124985589,-16.690821713493,9.403507956967747,-25.558229038157776,-5.082158480032408,-60.72787547683,2.622706105187576,-14.449984671811974,0.32897581967574807,0.20057404240263565,145.13000880773362,-433.18228838001704,-45.1300088077336,14.544615817659045,8.898955854159112,-1.3926959632473066,1.406024335039328
AGG,3.4891134759722937,12.554944087050012,15.136854083060769,298980098674.8,308814606584.8,13.369111656119916,13.775167550675297,22.119510280150692,3.0650609097914705,39.34790915556367,62.78232856424857,-3.4245811735895657,-5.851286122706451,1.7359841863172505,1.0085750413767243,70.9631303060548,268.89287430986326,29.03686969394521,1.3268702396696037,0.7006950093987632,1.006789769780358,0.3252732340652579
AGM,-10.199230519807863,-193.99648558078528,-27.3542718469095,-189817468333.6,-165822476595.6,-38.54061706718816,-35.43261518239268,4.264253272514437,-15.27618627689721,-14.708566077029946,-132.9516214660561,1.487607719877243,23.133550771979426,0.8634417238653518,0.6536508817396992,83.68834676715315,1164.5820547400942,16.311653232846847,19.79312654306411,4.073448126581296,66.74791169476784,1.4419880432829673
AGP,4.888794330449645,13.149254505400359,6.124707849257902,24190365926.4,56080558820.4,3.798023898233017,8.92081614211973,32.21143349446923,3.031627404771131,13.00654468348617,14.492524306415797,-1.0287547662475587,16.33484073325444,1.1348182369453148,0.5652611658876345,62.76823995711959,169.24822055373897,37.23176004288041,2.425585858186544,2.910816722081997,11.490027343402218,0.8509396262779372
AGR,6.472408234167423,7.558276927517011,51.01736751438483,207248096277.0,219126265625.0,58.337905024394296,61.87678194153265,81.8789876251143,7.372839306346124,20.292944002282766,58.229400450531834,-8.059645154182162,11.190966754981087,7.357008716419271,,15.598778276136354,19.610840599558443,84.40122172386364,,0.6195507799556397,0.17256406729113805,0.13473087728201838
AGX,14.165532286798173,17.369008230076748,12.543176279021553,121217031995.5,121217031995.5,14.895147319359172,14.895147319359172,22.64431183782454,16.81590143783599,16.661340313141686,36.78075583030386,-107.35137161670448,12.983173781344151,4.299765020352201,3.418170414159348,19.30075332406758,24.587226280255674,80.69924667593241,7.569779421677975,8.305537294874236,2.505184634226374,1.2011927224326209
AIC,0.4492300121344891,1.5715800104336946,0.9286052795848573,,,,,3.9289893679437795,,21.11909027377233,12.407305361662498,,15.349167054984353,1.2137750380868897,1.2137750380868897,71.32435471253481,257.73187838245366,28.67564528746518,,1.837886264109298,4.554605328719878,0.5352440361196265
AIG,8.129663449282706,14.18081521990894,6.69955468829784,883619612109.0,1018611475614.0,7.267197979119874,8.37857228197512,15.562672586588075,8.81276026218663,3.9543027516282137,6.944817900106683,-7.576364268297528,10.911336518226912,1.7276027251069,1.148376742488216,42.674604364384706,74.44543182429771,57.325395635615294,5.035774722474426,6.72111969586337,4.078050217233009,1.2354852839625845
ALT,1.7863599564409256,2.5254603340404485,2.1624155866314125,5434999508.4,23025039576.4,2.161161446700016,8.91880744607555,14.717087858861976,1.7686254201088396,21.47228471210385,1.648643309336208,-4.299297070539582,6.107197444547333,2.070008081474825,1.6580320067205179,30.45970327790593,45.00526593804731,69.54029672209407,7.437040519095895,4.2560175460853635,3.3133182684485307,0.9545708326690787
ALV,4.754135430602269,7.250915490817054,5.396007099089822,6244458267.0,6244458267.0,6.0586100338000515,6.0586100338000515,8.931619508704777,5.406901487272904,-1.1240528325056423,60.59360643592934,-5.78192641033853,10.15356428880426,2.3369737631516303,1.8969385745892144,35.15700774633072,56.75374200228891,64.84299225366928,52.52862518102194,2.358435921149614,2.746400475654466,0.9131172780010277
AMC,7.790744023497813,13.240528347637749,4.305893130928045,7504229130.4,7504229130.4,4.798226298773129,4.798226298773129,43.77080937788908,8.742029808442998,1.2909964795037607,-4.96354799423054,-25.927403117961944,2.9508720851025787,1.4707861037012178,1.0881739086787134,40.99091416961706,71.40474789011532,59.00908583038294,14.708838985586969,6.163557276719989,12.75345345390717,1.8722745021601654
AMD,-1.8304448223229197,-2.2972530133810167,-9.352278617708636,-65862384644.666664,-30385934092.666668,-12.549733380809506,-8.290166187805823,5.068792437853293,-2.927678805802952,-15.755452309105962,-753.0451095727257,2.6000391338756033,-9.616782479148487,3.323036865645609,2.616664779078764,24.31426198853387,32.26424143668216,75.68573801146613,2.805025929648411,0.6395293063714967,0.7267504151019025,0.3901513358348912
AME,0.8511907266282035,4.147579472564795,1.04847210939077,-38171596832.6,-34123959390.6,-1.7134177321257074,-1.5135443451135,5.7455177663695425,-1.445905393324504,25.695580512468634,2.2884747361836277,0.5661145731624988,15.082113948536911,1.3190331131714488,0.8761682835091508,76.05771040646123,394.9795372000124,23.942289593538778,3.0239425162377644,1.428763411068238,4.64249716892412,0.9285507757704006
AMP,0.4610981721839029,2.5808102755286053,0.4281705447352639,-17355127811.0,-17355127811.0,-1.5537149048288983,-1.5537149048288983,7.24701256831996,-1.6678735601618413,2.975801375959357,-17.17527235125935,0.7268634587426284,3.081722860369132,1.1132463267828434,0.8274795716481904,82.27076280080773,468.10061970454836,17.72923719919227,4.639953662620587,1.7839692885694978,11.937156293774509,1.1088286856387672
AMS,1.7325392765577163,8.2278923261796,1.6256528857447967,-20626322898.4,63954651757.6,-0.65452950210007,2.2456667279284095,7.869493329631536,-0.6609147359644558,4.132079481629818,4.753243199218675,0.2092648029125709,9.36632667425397,1.024099284772816,0.5305176303186369,78.58841432400357,373.14416908387096,21.411585675996438,3.145043105611914,3.9850817877042637,62.79813149166036,1.0621051089403308
AMV,3.645523098990817,4.283057831801303,23.39772854220214,31525806877.0,46364131319.0,16.58149559049508,23.269420768703323,33.03469577111886,2.711753038527953,22.98263997391904,-47.25593815768707,-3.663617435005931,23.930869714152422,7.230519653837578,6.00972441704901,15.295167370901215,18.224598394618162,84.70483262909879,2.663590668373928,0.26514526610791006,0.26809018866649365,0.14926301886702942
ANT,4.86025672291224,16.71892877225431,3.4470262625530053,-3399860799.0,44335404296.0,-2.536206150698815,5.274391449707733,22.402582353060883,-3.668981766521307,39.92308848786844,196.22593271326764,-1.1632998009149598,51.65419495225444,0.9395184509936177,0.5135063583751588,69.99345438217948,244.90022163465292,30.006545617820517,6.370343733700358,12.646293770888677,-544.3410809395023,1.614694941911977
ANV,4.180176362064726,8.131368799724239,5.038357260012295,161827370536.0,161827370536.0,3.661636966069198,3.661636966069198,15.739090820997054,3.0416541161394175,10.76170368455681,79.08709170245102,-1.8057608907173308,0.39695005551717055,1.30403676038888,0.40262670974054054,47.596703498807585,91.88448872818165,52.403296501192415,2.146730411125252,9.954292909581612,6.394277092039541,0.8721077997960913
APC,-0.628452897052734,-0.8517336733717833,-4.377562232468091,-23013634928.4,33460607104.6,-19.153447398161934,24.104154540071598,34.515638520035026,-2.6801499357655922,-1.4529012258270448,153.7592250579413,-1.209606121794673,-5.234466742105505,3.1296279336176704,3.1206866200702215,34.52269818969822,52.93965597394165,65.47730181030178,1180.4015671967031,1.3379871646963757,9.463806028710474,0.13640648547205775
APF,8.22191740459851,23.721344206800623,3.769554268474682,179524696344.4,318639111623.4,3.0436140885386616,5.357600168908337,10.961167357866955,6.781828533076675,8.21745112133106,8.02581701896972,-0.6743185348074633,12.451978979318431,0.9572251298165684,0.4378301468557323,65.50940954703542,190.36160984853774,34.490590452964575,7.012341390014361,12.318837918556751,103.71132140952315,2.2265026887327983
APG,3.8322010828857094,4.472068705042611,-4.904547036528646,17692227248.2,19169350580.2,-7.391584573738612,-6.016458408958295,11.97142860117602,4.093797657199722,216.96256876680258,103.0515620905351,-30.115673054859332,69.61611200920986,15.043559892977195,,6.97631660602341,7.744179756815382,93.0236833939766,,5.32113249614511,0.30972378547872315,0.20567437964750246
APH,1.7565788907235649,3.8968705151497716,1.696176307408719,46859008415.6,557215245270.6,0.37863220770566075,4.282723785315686,10.783549183107723,0.35951075783510217,18.255347027266563,61.29661646953016,-0.25242380914238105,6.762016481429022,1.4884576636621625,1.1589137469593416,53.89634480083548,117.6974960317036,46.10365519916453,10.255349085299533,7.808331303978454,7.130072402247766,1.2395246366813057
API,2.0717153906556574,7.5652892253261514,1.2258527324969883,41603009383.6,48464443691.6,-8.407722931491396,-6.469722910211857,31.85316955057413,1.1953262238628473,9.631762045341805,10.947951024985972,-1.6301559990482388,-7.220683561987011,1.3989470559539547,0.6155546547472153,66.09447338781213,225.06086828279112,33.90552661218796,0.44945575133123167,0.9299827101664275,1.2982845942822314,0.217102950951745
APL,1.5403991760180176,13.925078052482224,0.5289145897896265,-532677789.0,-532677789.0,-0.10987352010524495,-0.10987352010524495,7.863200858357534,-0.33134581724819734,5.173797202378835,3.4143569185656055,0.12684154270768094,9.727248854235981,1.102540828464408,0.9669934404352929,89.00260263559734,821.3579434330486,10.997397364402659,36.65514525904502,3.430876411412713,33.648234796703754,2.9557923107922974
